,x,y,year,topic,category,authors
582,7.501626,7.014165,2026,Mitigation or exacerbation? The effects of public peer review on subjective performance evaluation bias,Management Accounting,"Xin Xu, Xian Huang, Yufei Liu, Yutong Zhang"
583,8.757486,6.583211,2026,Examining the effects of technology implementation on accountants’ perceptions of productivity,Management Accounting,Clarence Goh
584,5.9425235,4.8292594,2026,Stimulating pro-environmental behavior using management control: survey evidence from a city government,Management Accounting,"Berend van der Kolk, Eelke Wiersma, Willemijn Odekerken"
585,6.081829,4.9064994,2026,"Customer sentiment, sustainability management controls and AI augmentation: implications for corporate social responsibility and firm performance",Management Accounting,"Januário Monteiro, Rogério Lunkes, Mauricio Codesso"
586,4.708661,6.6717043,2026,Negotiated wholesale prices and strategic allocation of bargaining power,Management Accounting,"Toshiaki Wakabayashi, Michael Kopel"
587,6.2591515,7.187209,2026,Incentive design with biased reviewers and compensation committee,Management Accounting,"Takahiro Morimitsu, Taichi Kimura"
588,7.7326217,7.171341,2026,Performance targets as screening devices,Management Accounting,"Hikaru Mitsuhashi, Taichi Kimura"
589,8.779527,6.4844418,2026,Accountants who surf the digital technology wave: sensemaking and sensegiving,Management Accounting,"Sharon Cotter, Breda Sweeney, Patricia Martyn"
590,2.9343576,8.588722,2026,"More voices, more value(s): exploring the potential and challenges of diversity in the finance function",Management Accounting,"Ariela Caglio, Angelo Ditillo, Anna Missaglia"
591,9.184674,6.9969635,2026,Boundary expansion as an epistemic transition: prescriptive and interpretive modes of knowledge work in the accounting profession,Management Accounting,"Yan Li, Masafumi Fujino"
592,3.9914317,7.121971,2026,Investment efficiency and short-run and long-run contracting,Management Accounting,Samuel Pereira
593,4.374563,7.01757,2026,The fixed-cost fallacy: why cost structure is not a reliable measure of operating leverage,Management Accounting,Gianluca F. Delfino
594,4.372956,7.46546,2026,The effect of cost stickiness on the marginal value of cash: the role of financial constraints and economic cycles,Management Accounting,"Yves Levant, Reda Sefsaf"
595,5.5861187,9.959251,2026,The value of information doesn’t keep well: internal information quality and competitive advantage,Management Accounting,Hari Ramasubramanian
596,6.0236807,8.074672,2026,Managerial response to regulatory intensity: organizational slack and implications for operating efficiency,Management Accounting,"Somnath Das, Sandip Dhole, Li Liu"
597,7.6265135,8.314288,2026,Learning from errors - evidence from the field,Management Accounting,Leonhard Grabe
598,3.2641966,9.137533,2026,Compensation incentives and the effect of chief sustainability officers,Management Accounting,"Jonathan Black, Tongqing Ding, Bjørn Jørgensen, Naomi Soderstrom"
599,7.671555,6.8687325,2026,The interaction effect of relative performance feedback and task interdependency in group settings,Management Accounting,"Laura Gomez-Ruiz, Maria J. Sanchez-Exposito, Carlos Eduardo Jijena"
600,7.587856,6.6810856,2026,The effect of work location policies and peer norms on employees’ misreporting,Management Accounting,"Lufi Mursita, Vincent Chong, Stijn Masschelein, Isabel Wang"
601,7.683509,6.8916297,2026,The effect of working time flexibility in teams on subjective performance evaluation – the case of reduced working time,Management Accounting,"Jonas Fries, Ivo Schedlinsky, Friedrich Sommer"
602,7.4419146,6.635075,2026,Supervisor discretion and employee working from home,Management Accounting,Sander van Triest
603,2.879536,5.3042045,2026,Signaling purpose,Management Accounting,"Marina Talantceva, Dirk Sliwka, Timo Vogelsang"
604,7.4062905,7.0553536,2026,How peer evaluation-based bonus pool allocations influence employees’ rating behaviors,Management Accounting,"Daphni Lehmann, Marcel van Rinsum, Evelien Reusen, Erik Peek"
605,7.6615157,6.8102565,2026,Noise effects on effort and performance: the influence of incentives and implicit targets,Management Accounting,"Steven Smith, Tyler Thomas"
606,7.8109035,6.7513204,2026,Self-focused ethical climate and knowledge hoarding: the compensating role of performance measurement in enabling organizational learning,Management Accounting,Flavia Schmid
607,9.160367,7.830899,2026,When management controls and auditors’ purpose collide: the mitigating effect of professional identity,Management Accounting,"Rosemarijn de Bruin, Lucia Bellora-Bienengräber, Paula Dirks, Sally Widener"
608,7.5754538,6.9572854,2026,Does an open performance information policy curb or foster gossip in the workplace? The role of output-based performance appraisal,Management Accounting,"Sabra Khajehnejad, Marte Abts"
609,9.258441,7.4320383,2026,Career patterns as evidence of how management controllers successfully construct their identity,Management Accounting,"Paul d’Argenlieu, Marie Redon"
610,3.6211605,7.916636,2026,Revisiting capital budgeting in family firms: a systematic review and conceptual integration,Management Accounting,"Lilia Gutierrez, Miguel Gil, Timur Uman"
611,9.216223,6.9983635,2026,Uncovering the skills and competency requirements for accounting professionals,Management Accounting,"Virpi Ala-Heikkila, Mika Ylinen, Mikko Ranta, Marko Jarvenpaa, Kip Krumwiede"
612,8.372815,6.9689355,2026,From infrastructure to accounting gadgets: how the spread of cost management tools on flight decks entices pilots to efficient flying through body and play,Management Accounting,"David Crvelin, Victoria Honsel"
613,6.955559,8.063135,2026,When traces count: governing consequentiality in mixed visibility regimes,Management Accounting,"Leona Wiegmann, Aldonio Ferreira"
614,6.7679462,5.031025,2026,Reconfiguring large-scale infrastructure project success: project accounting as a mutable infrastructure of concern,Management Accounting,"Peter Skaerbaek, Tim Themsen, Kjell Tryggestad"
615,7.8478703,6.816246,2026,The dark side of creative engagement and job complexity: a moderated mediation model linking informal controls to agility performance in startups,Management Accounting,"Thiago Tomaz Luiz, Ilse Beuren"
616,8.058182,5.473269,2026,How management control systems shape B2B digital performance? The mediating role of data-driven decision making,Management Accounting,"Celliane Ferraz Pazetto, Silvana Meurer, Thiago Tomaz Luiz, Ilse Beuren"
617,7.5551167,7.035419,2026,"Performance measurement systems use, social performance and economic performance: relations and mediating effect",Management Accounting,"Adel Beldi, Kerim Karmeni"
618,8.02292,5.437138,2026,The autopoiesis of control: management control systems as communication in complex healthcare environments,Management Accounting,"Pingli Li, Xuegang Cui, Erik Strauss"
619,6.6672573,5.0633864,2026,Developing financial sustainability in public research infrastructure: an action research perspective from SUS-MIRRI.IT,Management Accounting,"Edoardo Borlatto, Edoardo Crocco, Elisa Truant, Valeria Prigione, Giovanna Varese"
620,3.0466874,5.151221,2026,Translating global conservation goals: a multi-level analysis,Management Accounting,"Sofia Yasmin, Chaudhry Ghafran, Sven Modell"
621,7.1097927,7.189123,2026,Discretion over bonus timing,Management Accounting,"Saskia Opitz, Timo Vogelsang, Dirk Sliwka, Sidney Block"
622,9.20496,7.107872,2026,What do resumes tell us about accounting rookie job candidates’ research potential?,Management Accounting,"Bin Ke, Zhen Long"
623,3.3554237,9.065144,2026,Board knowledge breadth and performance metric variety in CEO bonus contracts,Management Accounting,"Paula Dirks, Sebastian Firk, Melissa Martin, Alexander van Slooten"
624,6.2348733,7.1998634,2026,Coordination incentive design and information exchange between sales and production functions,Management Accounting,"Clara Xiaoling Chen, Lan Guo, Yuming Hu, Nan Jiang"
625,6.0248113,6.8502693,2026,Do performance targets enhance supplier performance? Evidence on complementary and substitutive effects of trust and behavior control,Management Accounting,"Henri Dekker, Takaharu Kawai, Junya Sakaguchi"
626,8.084207,5.4824047,2026,Management control configurations for organizational adaptability,Management Accounting,"Philipp Sekol, Utz Schaeffer, Daniel Schaupp"
627,7.857166,7.271663,2026,"Screening precommitment, candidate quality, and time-to-hire: an experimental investigation",Management Accounting,"Anil Kshatriya, Adam Presslee, Ala Mokhtar"
628,8.054841,7.228948,2026,"Personality traits, self-selection and incentives",Management Accounting,"Erika Bognar, Anna Rohlfing-Bastian, Sara Bormann, Michael Kosfeld"
629,4.0401983,9.864019,2026,"Does operating risk information shape project selection, and does it stick? Experimental evidence",Management Accounting,"Anisa Shyti, Gianluca F. Delfino"
630,8.608855,6.5584683,2026,"""Why bother with new technologies?"" Exploring the gap between analytics’ promises and realities in management accountants’ forecasting",Management Accounting,"Patrice Landagaray, Claire Ciampi"
631,6.5345535,5.1188,2026,From compliance to control: integrating sustainability reporting requirements into sustainability control systems,Management Accounting,"Ivo Hristov, Matteo Cristofaro, Lorenzo Coronella"
632,8.561007,6.546848,2026,"A never-settled integration: business intelligence, management control, and the work behind the dashboard",Management Accounting,"Paulo Ribeiro, Joao Oliveira, Pedro Campos"
633,6.4780436,4.83508,2026,Living with net-zero tensions: how performance measurement and management systems mediate sustainability paradoxes in the energy sector,Management Accounting,"Siamak Soudani, Eleni Chatzivgeri"
634,5.0452685,7.2375045,2026,Reframing performance: how Russian SMEs reconstitute PMMS under sanctions-induced institutional disruption,Management Accounting,"Michael Axenrod, Siamak Soudani"
635,6.343563,4.790081,2026,Social sustainability and the compromise between collectivity and individuality: a management control perspective,Management Accounting,"Amalie Ringgaard, Per Nikolaj Bukh, Michelle Carr"
636,5.6617093,9.234823,2026,Organizational commitment and information sharing in the social construction of budgetary participation,Management Accounting,"Cristina Hillen, Carlos Eduardo Lavarda"
637,8.033025,5.5816154,2026,New work patterns under algorithmic management control: diverging perspectives on the approach of control-evidence from standardized retail chains,Management Accounting,"Gary(Guanlin) Wang, Yasheng Chen, Chunyao Yang"
638,3.976773,8.03667,2026,How strategic orientation shapes network controls: insights from plural form franchising,Management Accounting,"Martine Cools, Alexandra van den Abbeele, Jens van Mele"
639,6.18228,4.7686305,2026,Artificial intelligence for sustainability performance management: an integrative framework,Management Accounting,"Robert Faber, Bert Steens, Henri Dekker"
640,6.4875813,4.8727684,2026,Integrating sustainability control in retail: an architecture-context fit perspective,Management Accounting,"Timur Uman, Miguel Gil, Mart Ots"
641,6.596252,5.229229,2026,Challenges for sustainability-related accounting and ESRS: management control systems and reporting,Management Accounting,"Tuija Virtanen, Minna Suutari"
642,3.9338741,9.866229,2026,Can speculative design help managers identify more risks?,Management Accounting,"Dominic Santschi, Patrick Wilhelm, Dennis D. Fehrenbacher, Tobias Kowatsch"
643,4.122751,11.016082,2026,"Not all wrongs are equal: performance, pay appropriateness, and the decision to blow the whistle",Management Accounting,"Michael Kolodziej, Matthias Sohn, Kai Bauch"
644,3.627021,9.962856,2026,Visual shortcuts or focal points? How risk maps and responsibility framing steer ESG risk response,Management Accounting,"Joanna van Meerbeeck, Eddy C Ardinael, Sabra Khajehnejad, Dieter Smeulders, Alexandra van den Abbeele"
645,3.484401,9.117322,2026,Do managers obey the corporate values? Experimental evidence from managerial reporting,Management Accounting,"Philipp Richter, Peter Schaefer, Dominik Weise"
646,7.877692,6.6154237,2026,An exploratory study of demand-driven feedback systems in creative contexts,Management Accounting,"Cardin Masselink, Bart Dierynck"
647,7.6199813,6.7864423,2026,The power of perspective: the effect of performance reporting frames on solving collective action problems,Management Accounting,Siman Li
648,8.07808,5.465958,2026,Management control system as a system: the case of the amoeba management system at Kyocera Corporation,Management Accounting,"Reinaldo Guerreiro, Paschoal Russo, Juliana Amaral"
649,8.109908,5.5015225,2026,Dissemination of management controls across hierarchies,Management Accounting,"Kai Moßmann, Christian Hofmann"
650,9.279062,7.2237067,2026,Personnel controls and learning in a hybrid work setting: insights from BIG 4 accountancy firms,Management Accounting,Michelle Carr
651,7.7122383,7.1926594,2026,(Smart)watch your attention - a field experiment on health monitoring and productivity,Management Accounting,"Yutong Chen, Timo Vogelsang, Yaxuan Chen"
652,7.8007574,6.820277,2026,Too much of a good thing: when does greater performance measurement frequency lead to less learning?,Management Accounting,"Ivo Tafkov, Jongwoon (Willie) Choi, Gary Hecht"
653,7.6597886,6.8492055,2026,The effects of mandatory and voluntary relative performance information on employee performance in skill development – a field experiment,Management Accounting,"Philip Autenrieth, Christoph Feichter, Jonas Haas, Mischa Seiter, Markus Wabnegg"
654,4.595733,8.407943,2026,The role of team characteristics and business fundamentals in identifying high-growth entrepreneurial companies: a machine learning approach,Management Accounting,"Yi Jiang, Bin Ke, Zhen Long, Hongye Lyu"
655,2.5321102,8.465535,2026,The effect of female leader team on staff turnover: the moderating role of ESG performance,Management Accounting,Yu-Chun Lin
656,2.85056,8.277856,2026,Corporate cultural diversity and long-term performance: the role of employee ownership,Management Accounting,"Karel Vanherle, Sebastian Firk, Aleksandra Klein, Jan Hennig, Alexandra van den Abbeele"
657,4.158781,7.687179,2026,Corporate culture and cost stickiness,Management Accounting,"Cheol Lee, Sohyung Kim, Chansog Kim"
658,3.3751833,9.035942,2026,"Human capital metrics in CEO compensation: effects on pay equity, employee productivity, and firm value",Management Accounting,Jia-Wen Liang
659,3.7500396,7.5176625,2026,Organizational identification and managerial myopia: evidence from R&D investment,Management Accounting,"Jongyu Paula Hao, Eileen Chia-Ling Lee, Lu Zhu"
660,4.4595313,3.9266317,2026,Navigating through the storm – physical climate risk and cost structure,Management Accounting,"Andre Hoppe, Chenlin Guo"
661,4.013751,8.022801,2026,Market orientation and asymmetric cost management: evidence from linguistic cues,Management Accounting,"Kenneth Zheng, Weiwei Wang, Rajib Hasan"
662,8.396331,7.1100683,2026,Quiet quitting: when coercive management control practices meet employees’ suppression of emotions and breach the psychological contract,Management Accounting,"Rosemarijn de Bruin, Lucia Bellora-Bienengräber, Paula Dirks, Sally Widener"
663,4.364071,7.2364492,2026,Intertemporal dynamics of cost asymmetry,Management Accounting,"Eti Einhorn, Efrat Shust"
664,6.6889296,5.6069217,2026,The principles of NPM in a governmentality hybrid. Evidence from Greek hospitals,Management Accounting,Vasileios Milios
665,7.540165,7.0277796,2026,Know when to compare: the role of social comparison orientation,Management Accounting,Evelyn Intan
666,4.1273956,9.852417,2026,Visualization of surgical costs using FL-TDABC and comparative analysis across hospital functions: an empirical examination incorporating uncertainty in medical processes,Management Accounting,"Hirooki Yoshihara, Jaewook Kim"
667,4.9357696,7.4182997,2026,No way to bounce back: how did Ukrainian SMEs stay resilient during the war?,Management Accounting,"Valeriia Melnyk, Olga Nicole Ermann, Carolyn Cordery"
668,7.5904946,6.5668545,2026,"Online anger, offline costs: how consumer complaints create labor cost stickiness",Management Accounting,"Haowen Tian, Huili Zhi, Wenlan Xie"
669,7.244611,7.3121943,2026,Public value accounting: a systematic literature review and an ecosystem framework for analysis,Public Sector Accounting & Not-For-Profit Accounting,"Tie Cui, Yinuo Pan"
670,8.317505,8.993813,2026,Detecting corruption risk: the effectiveness of anti-corruption measures,Public Sector Accounting & Not-For-Profit Accounting,"Diletta Vito, Giuseppe d’Onza, Romina Rakipi, Daniele Tammaro"
671,3.332168,7.87412,2026,Stabilizing the unstable: budgeting social equity as a calculative practice in public sector allocation,Public Sector Accounting & Not-For-Profit Accounting,Roland Almqvist
672,3.8943462,6.533449,2026,The impact of government target-based revenue manipulation on firms,Public Sector Accounting & Not-For-Profit Accounting,Ningzhong Li
673,4.8430576,7.803573,2026,Financial condition determinants: a cross-country analysis of local governments in Italy and Portugal,Public Sector Accounting & Not-For-Profit Accounting,"Filippo di Lucia, Susana Jorge, Sebastiano Torcivia"
674,6.7187886,5.552068,2026,"With a little help of the state: supervision logic, institutional entrepreneurship and organizational transformation in a financial NGO",Public Sector Accounting & Not-For-Profit Accounting,"Nieves Carrera, Sampson Kwabena Senahey, Marco Trombetta"
675,6.5473747,4.8831897,2026,Managing sustainability integration in the public sector: insights from the German federal administration,Public Sector Accounting & Not-For-Profit Accounting,"Miriam Maske, Matthias Sohn, Philipp Herrmann, Bernhard Hirsch, David Lindermüller"
676,3.1053486,8.088962,2026,Gender-responsive budgeting: mobilising knowledge for public value creation,Public Sector Accounting & Not-For-Profit Accounting,"Chiara Oppi, Giovanna Galizzi"
677,8.638262,8.612947,2026,Value for money as an ethical practice: integrity and accountability in NHS business case decision-making,Public Sector Accounting & Not-For-Profit Accounting,Dennis de Widt
678,6.6277604,9.950405,2026,Heritage assets recognition and disclosure: impact on citizens’ perceptions,Public Sector Accounting & Not-For-Profit Accounting,"Eugenio Anessi Pessina, Fabio Calò, Cecilia Langella"
679,5.1393948,8.130898,2026,Does public accounting transparency lower sovereign borrowing costs?,Public Sector Accounting & Not-For-Profit Accounting,"Jan-Hendrik Meier, Tetiana Paientko"
680,6.3717833,7.95671,2026,The usefulness of financial reporting information in decision-making: determinant factors in Portuguese municipalities,Public Sector Accounting & Not-For-Profit Accounting,"Susana Jorge, Joana Caetano, Sónia Nogueira"
681,5.8714495,9.032915,2026,"Charity, performance and emotion: in giving, we receive",Public Sector Accounting & Not-For-Profit Accounting,"Mariannunziata Liguori, Noel Hyndman"
682,4.5346427,7.3118405,2026,Municipality size and asymmetric cost behaviour: empirical evidence from Finland,Public Sector Accounting & Not-For-Profit Accounting,"Pasi Leppänen, Hannu Ojala, Jani Saastamoinen, Antti Rautiainen, Henri Hahtela"
683,4.4499335,7.2417808,2026,Shifting perceptions of expectations: the role of controllers in Finnish municipalities,Public Sector Accounting & Not-For-Profit Accounting,"Jukka Pellinen, Kari Sippola, Anniina Kinnunen, Tiina Jylhä"
684,5.8980722,9.237255,2026,Disclosure policies of nonprofit organizations competing for donations,Public Sector Accounting & Not-For-Profit Accounting,"Nicole Rauch, Michael Kopel"
685,6.8216987,5.753262,2026,"Signalling trust: the interplay of accountability, digitalisation, and informal reputation in NGOs",Public Sector Accounting & Not-For-Profit Accounting,"Sviesa Leitoniene, Halina Waniak-Michalak, Ivana Perica"
686,5.865003,9.145708,2026,Understanding corporate philanthropy: factors influencing donation decisions,Public Sector Accounting & Not-For-Profit Accounting,"Filomena Antunes Bras, Cleide Carneiro"
687,6.3206396,5.3877063,2026,Scenarios for CSRD scope amendments: advancing reporting scope while reducing further burden,Social and Environmental Accounting,"Andreas Rasche, Theodor Cojoianu, Andreas G. F. Hoepner, Fabiola Schneider"
688,4.84938,4.3165603,2026,Determinants of corporate opinions on the SEC’s proposal for climate-related disclosure requirements: an LLM-facilitated analysis of comment letters,Social and Environmental Accounting,"Benita Gullkvist, Jie Bao"
689,6.056427,5.231605,2026,Polycentric legitimacy and the localisation of global sustainability standards,Social and Environmental Accounting,"Arawela Sovala, Othmar Lehner"
690,2.891449,9.685898,2026,Seeming or being: the abnormal tone of CEO letters in ESG reports,Social and Environmental Accounting,"Lars-Eric Brüske, Nicole Ratzinger-Sakel, Florian Habermann"
691,6.5510087,5.3460426,2026,Assessing corporate sustainability with large language models: evidence from Europe,Social and Environmental Accounting,"Kerstin Forster, Lucas Keil, Victor Wagner, Maximilian A. Müller, Thorsten Sellhorn"
692,5.0631833,4.985231,2026,Greenwashing detection through decoupling analysis: evidence from Japanese firms,Social and Environmental Accounting,Chenchen Su
693,4.371392,4.115388,2026,Firm-level climate change exposure and downside and upside risks: evidence from earnings conference calls,Social and Environmental Accounting,"Millicent Chang, Vina Khan, Searat Ali"
694,4.816192,4.2562823,2026,Shifts in climate-related disclosures: the role of natural disasters in 10-K filings,Social and Environmental Accounting,"Dominik Jobst, Katrin Hummel"
695,6.6223726,9.440163,2026,Janus-faced AI disclosure: how conference call enthusiasm masks workforce setbacks,Social and Environmental Accounting,"Diego Ravenda, Joao Cotter Salvado"
696,4.7698817,4.3101335,2026,"Talk more, learn more: learning by firms from mandatory climate risk disclosure",Social and Environmental Accounting,"Jiang Cheng, Jia Guo, Jeffrey Ng, Tjomme Rusticus"
697,4.0391636,4.91399,2026,"Carbon emission disclosure, IPO price formation, and aftermarket performance",Social and Environmental Accounting,"Cheng-Yi Shiu, Hung‑Neng Lai"
698,3.9368877,4.635973,2026,Carbon emissions and firm valuations: evidence from financial analysts,Social and Environmental Accounting,Changqiu Yu
699,6.7510595,8.247943,2026,Corporate life cycle and its impact on voluntary CSR reporting: evidence from Europe,Social and Environmental Accounting,"Anna Gröner, Aaron Kasischke, Brigitte Eierle"
700,5.865248,5.0618834,2026,Internationalization and voluntary sustainability assurance: evidence from firm life cycle and economic policy uncertainty,Social and Environmental Accounting,"Li-Kai Liao, Ya-Chi Chang, Che-Yuan Wang"
701,6.738267,8.1492195,2026,CSR reporting of private firms,Social and Environmental Accounting,"Paula Stanka, Matthias Nienaber"
702,6.4818325,5.247029,2026,Management control and sustainability reporting - navigating compliance and performance under CSRD,Social and Environmental Accounting,"Peter Beusch, Lana Sabelfeld, Marita Blomkvist, Jeaneth Johansson"
703,6.269007,5.4014187,2026,A practice reorganization: implementing the CSRD in France,Social and Environmental Accounting,"Marion Ligonie, Marie Redon"
704,6.611259,5.252137,2026,Usefulness or burden? Anticipated effects of ESRS sustainability reporting in the Italian agri-food sector,Social and Environmental Accounting,"Gaetano Rago, Valerio Antonelli, Raffaele d’Alessio, Emanuela Mattia Cafaro"
705,4.5818095,4.5597878,2026,Carbon tax haven trap: rethinking reporting and accountability,Social and Environmental Accounting,"Quentin Arnaud, Bastien David, Jonathan Maurice"
706,5.8382435,7.2134385,2026,Do tournament incentives curb corporate waste? Stakeholder versus short-termism perspectives,Social and Environmental Accounting,"Mohamed Khalifa, Tantawy Moussa, Mahmoud Elmarzouky, Reem Shaker"
707,2.5124834,9.788008,2026,Tax incentives and corporate ESG performance: the role of green intellectual capital and organizational slack,Social and Environmental Accounting,"Fan Zhang, Xiaoxiao Zhao, Jieyi Pan, Congcong Fan"
708,2.748019,8.362672,2026,"Diversity, interrupted? Diversity hushing and political pressure",Social and Environmental Accounting,"Lucas Lee, Namisha Bhattarai, Tendai Masaya"
709,3.9129484,4.709112,2026,Carbon risk reduction and just transition: evidence from pay equity under U.S. policy shifts,Social and Environmental Accounting,Yuan-Ju Chen
710,2.8579493,9.862782,2026,Political ideology and professional judgement: evidence from financial analysts’ reactions to firms’ negative ESG incidents,Social and Environmental Accounting,"Bingyi Qin, Stephen Teng Sun, Zheng Wang, Franco Wong"
711,4.131457,4.5683827,2026,The relevance to investors of greenhouse gas methane emissions,Social and Environmental Accounting,"Estelle Sun, Paul Griffin, Michael Guo"
712,4.2690396,4.0281157,2026,Anticipatory pricing under climate transition risk: evidence from U.S. airlines,Social and Environmental Accounting,"Simon Birk, Ariela Caglio, al-Habbyel Yusoph"
713,5.856781,4.800596,2026,Capital market reactions to environmental sustainability: a managerial framing perspective,Social and Environmental Accounting,"Joern Hoppmann, Kerstin Lopatta, Thomas Tammen, Sebastian Tideman-Frappart"
714,4.7565117,4.796281,2026,Navigating reputational risk: strategic carbon disclosure in response to peer firms’ carbon incidents,Social and Environmental Accounting,"Ying Mao, Ke Wang, Lingmin Xie, Yaping Zheng"
715,5.0371304,4.952292,2026,When the press falls silent: the impact of local newspaper closures on corporate greenwashing,Social and Environmental Accounting,"Zilu Shan, Shuo Wang, Fangming Xu, Mengyao Yu"
716,4.8903804,4.882422,2026,Does corporate culture influence selective disclosure? Evidence from carbon greenwashing,Social and Environmental Accounting,"Walid Ben-Amar, Khadija Almaghrabi, Ziyu Kong"
717,4.3611984,4.0218396,2026,Climate commitment and climate talents,Social and Environmental Accounting,"Jing-Chi Chen, Joanna Golden, Xiaotao Kelvin Liu"
718,5.10089,5.4453244,2026,Green innovation and non-GAAP disclosure,Social and Environmental Accounting,"Bing Lu, Tuan Ho, Trang Nguyen"
719,4.0393076,4.94089,2026,Carbon pricing and global supply chain networks,Social and Environmental Accounting,"Xin Chang, Lulu Di, Yuhang He, Shuoge Qian"
720,4.286763,4.099614,2026,Climate transition planning and corporate climate impact: international evidence,Social and Environmental Accounting,"Aonan Sun, Yuan Shan, Lyndie Bayne"
721,5.065528,4.254422,2026,From pledges to performance: satellite verification and AI analysis of the science based targets initiative,Social and Environmental Accounting,"Chih Fang, Kang Cheng, Hwei Wang, Tai Wang"
722,5.093573,4.8559637,2026,Beyond greenwashing: environmental commitments and gas flaring in the African oil sector,Social and Environmental Accounting,"Samuel Chang, Hans Christensen, Andrew McKinley"
723,4.1124268,11.024694,2026,"Bonuses, bosses, and buttoned-up on misconduct: the effect of ESG incentives and leadership involvement on whistleblowing intention - evidence from Chinese executives",Social and Environmental Accounting,Ruiwen Liu
724,2.5571165,10.180122,2026,The drivers of ESG disclosure quality: critical determinants and their impact,Social and Environmental Accounting,"Mojtaba Mortezaee, Elisabeth Albertini"
725,4.0901194,11.037995,2026,Cheers or checks? What motivates employees to blow the whistle,Social and Environmental Accounting,"Tim Schwertner, Matthias Sohn"
726,5.642872,9.54302,2026,The moderating role of intangible resource disclosure on the association between research and development and firm profitability,Social and Environmental Accounting,"Lars Fischer, Henrich Habe, Lea Hagemeier"
727,2.7902808,8.422507,2026,"Changing impact of diversity, equity, and inclusion policies and activities on corporate value",Social and Environmental Accounting,"Benjamin Foster, Xudong Fu, Andrew Manikas, Shaunn Mattingly"
728,4.6252923,7.2236276,2026,The unintended consequence of labor market transparency: evidence from industrial pollution,Social and Environmental Accounting,"Zhenyang Shi, Xiaolu Zhou"
729,6.5166945,5.2123456,2026,Exploring the role of stakeholder engagement in shaping materiality assessments for sustainability reports,Social and Environmental Accounting,"Shan Lu, Stuart Cooper, Giovanna Michelon"
730,6.154547,5.5188584,2026,Regulatory retrenchment and risk amplification: a critical analysis of the CSRD,Social and Environmental Accounting,"Gregory Wegmann, Kanitsorn Terdpaopong"
731,6.493357,5.309007,2026,Characterizing sustainability reporting assurance in the transition to the CSRD: evidence from Spain,Social and Environmental Accounting,"Nicolas García-Torea, Enrique Mesa-Pérez, Orencio Vázquez-Oteo"
732,6.8844795,5.0767756,2026,From reports to digital narratives: sustainability communication in international higher education,Social and Environmental Accounting,"Tettamanzi Patrizia, Valentina Minutiello, Luca Baschieri"
733,2.5067015,10.204985,2026,Impact of ECAM disclosures on ESG performance,Social and Environmental Accounting,"Susan McCracken, Ismat Jahan"
734,5.5085707,5.3605256,2026,Why banks go green: exploring the incentives behind sustainability-linked loan issuance,Social and Environmental Accounting,"Argyro Panaretou, Sam Rawsthorne"
735,3.6629312,9.051153,2026,The market value of pay gaps: evidence from EEO-1 disclosures,Social and Environmental Accounting,"Yanting (Crystal) Shi, April Klein, Ferdinand Bratek"
736,3.087995,8.191984,2026,Gender pay gap disclosure mandate and women in innovation,Social and Environmental Accounting,"Lucas Lee, Lu Tong, Fengzhi Zhu"
737,4.3446636,9.28919,2026,How girls help girls in mutual fund investment?,Social and Environmental Accounting,Meifen Qian
738,6.641394,5.1910458,2026,"Translating sustainability reporting in a hybrid organisation: institutional logics, accountability, and organisational resilience",Social and Environmental Accounting,"Benedetta Fergnani, Enrico Bracci"
739,9.184969,8.432503,2026,"Constructing CSR reality in audit firms: a pragmatic constructivism analysis of motivations, quality impact, and reputation management across UK and Chinese contexts",Social and Environmental Accounting,"Lana Liu, Di Min"
740,5.024917,4.7216687,2026,Indigenous activism against TC energy: successful for whom?,Social and Environmental Accounting,"Antonello Callimaci, Anne Marie Gosselin"
741,2.5915864,9.836277,2026,ESG performance and earnings management: a legal origin perspective,Social and Environmental Accounting,Claus Holm
742,2.8209536,9.823187,2026,How do CEO attributes affect ESG reporting quality?,Social and Environmental Accounting,"Chih-Wei Peng, Yao-Ying Liu, Ruei-Nian Lin"
743,2.5030065,10.121802,2026,Mandatory ESG reporting and managerial opportunism: international evidence,Social and Environmental Accounting,"Francesco Scarpa, Marco Fasan, Cláudio Soerger Zaro, Elise Soerger Zaro, Paulo Henrique Hoeckel"
744,5.220789,6.95556,2026,Public firms and regulatory challenges: implications for cross-country shareholder-stakeholder conflicts,Social and Environmental Accounting,"Anthony Le, Lisa Liu, Sonakshi Agrawal"
745,5.299764,6.238895,2026,Too much of a good thing? Government-mandated accounting supervision and corporate sustainable performance in China,Social and Environmental Accounting,"Hui Liu, Yaxin Song, Jiaqi Ning"
746,4.93072,4.6813016,2026,The impact of U.S.-China trade war on environmental and sustainability disclosures,Social and Environmental Accounting,"Lin-Hui Yu, Yanming Cao, Jengfang Chen, Meiting Lu"
747,8.692779,8.319403,2026,How intelligent decision-support systems and manager instructions shape accountants’ unethical decision-making,Social and Environmental Accounting,"Meng Bai, Yuhui Jiang, Junqin Sun, Junrui Zhang"
748,4.033795,11.007735,2026,The substance of voice: how quality and encouragement in whistleblowing channels shape ESG performance,Social and Environmental Accounting,"José Borba, Lauren Venturini, Denize Ferreira"
749,2.5187438,10.312207,2026,Navigating ESG reporting in a tech-driven world: insights from academics and practitioners,Social and Environmental Accounting,"Davide Calandra, Michele Oppioli, Silvana Secinaro, David Wang"
