,x,y,year,topic,category,authors
750,5.9911857,6.9274,2026,Credibility-enhancing requirements for non-financial information and real effects in supply chains,Social and Environmental Accounting,"Nadine Georgiou, Max Goettsche, Florian Habermann, Stephan Küster"
751,4.8153872,5.8097744,2026,The role of environmental and social clauses in supply contracts,Social and Environmental Accounting,"Hui Tan, Xi Li, Yun Lou"
752,5.761497,6.5630445,2026,Climate disclosure in buyer-supplier relationships: a story of alignment,Social and Environmental Accounting,"Bjarne Brié, Angelo Ditillo, Kristof Stouthuysen"
753,4.081611,4.511533,2026,Estimating and understanding corporate GHG emissions from financial statements,Social and Environmental Accounting,"Angel Oganesian, Kristof Stouthuysen, Robert Boute"
754,6.181374,5.264917,2026,Quantifying feature attribution in sustainability scores: a shap-based approach to enhance transparency and actionability of ESG ratings,Social and Environmental Accounting,"Chia-Ming Sun, Chu-Chiang Cho"
755,4.3650594,7.0266585,2026,Decarbonizing distributed operations: cost estimates for vehicle fleets,Social and Environmental Accounting,"Gunther Glenk, Stefan Reichelstein, Katrin Gschwind"
756,2.7991135,9.507497,2026,Shareholder style diversity and ESG “doing more than saying” strategy,Social and Environmental Accounting,"Zaixin Chen, Frank Hong Liu, Chaowei Wang, Pengfei Gao"
757,4.4079566,4.159937,2026,Walking the talk or playing the game? How different corporate culture shapes climate change performance,Social and Environmental Accounting,Xue Emma Chen
758,5.14293,5.039593,2026,Does firm-level political risk curb corporate greenwashing?,Social and Environmental Accounting,"Safa Gaaya, Moez Essid, Sabrine Ayed"
759,5.97517,4.824668,2026,Integrating environmental sustainability into strategic capital allocation: a levers of control perspective,Social and Environmental Accounting,"Janice Klaiber, Judith Stroehle"
760,8.177028,6.661323,2026,A mechanism-based framework for operationalising integrated thinking: insights from organisational practice,Social and Environmental Accounting,"Warren Maroun, Dusan Ecim, Alan Duboisée de Ricquebourg"
761,8.001909,5.423781,2026,The pursuit of ‘net zero’: designing management control systems to navigate dynamic paradoxical tensions during ‘wicked’ times,Social and Environmental Accounting,"Steve Sutton, Finn Kinserdal, Vicky Arnold"
762,6.0804806,6.073188,2026,Stakeholder engagement and corporate human rights performance: evidence from South Africa,Social and Environmental Accounting,"Doaa Aly, Ibrahim Yousef, Tamer Darwish"
763,5.801874,9.0020075,2026,Strategic philanthropy in hard times: donation stickiness and political resource acquisition,Social and Environmental Accounting,Yanan Cao
764,6.67359,5.493011,2026,Politics of sustainability reporting: evidence from NGO involvement,Social and Environmental Accounting,"Cathrin Hausmann, Ann-Kristin Großkopf, Simone Euler"
765,3.9142132,4.7232947,2026,"A transactional carbon accounting framework for carbon stocks, flows, and mitigation pathways",Social and Environmental Accounting,"Sabrina Kang, Wuchun Chi"
766,3.952876,4.7022653,2026,Clarifying error typologies and mechanisms in carbon accounting: lessons from cost system design literature,Social and Environmental Accounting,"Matthias Meyer, Stella Rauscher"
767,3.0107222,5.1801367,2026,The emergence of biodiversity as an accounting object: building a calculative infrastructure through ecological sciences,Social and Environmental Accounting,"Eva-Maria Öhlinger, Othmar Lehner, Dorothea Greiling"
768,4.7463026,4.270698,2026,From targeted transparency to internal controls – evidence from a climate reporting mandate,Social and Environmental Accounting,"Katrin Hummel, Emira Jasari"
769,3.0501962,5.1605883,2026,The creation of (non)qualculative spaces in valuation processes: transforming ecosystems into net present value,Social and Environmental Accounting,Niina Ylönen
770,2.3517385,9.892192,2026,ESG and firm performance: a deep dive into community banks,Social and Environmental Accounting,"Andrea Faulkner, Harrison Liu, Jennifer Yin"
771,2.8584723,10.032882,2026,Shifting the spotlight: do firms change their advertising strategies after ESG reputational-damaging events?,Social and Environmental Accounting,"Yin Wang, Tinghua Duan, Weikai Li, Rencheng Wang"
772,4.7992835,4.6202455,2026,Disclosure in the face of peer scandals? Evidence from the Volkswagen emissions scandal,Social and Environmental Accounting,"Jonathan Berkovitch, Saverio Bozzolan, Claudia Imperatore"
773,4.723022,4.4235897,2026,Climate news coverage and carbon emission reporting,Social and Environmental Accounting,Yun Fan
774,4.7455897,5.1756973,2026,Boardroom diversity as a catalyst for water-energy disclosure quality: evidence from Latin American capital markets,Social and Environmental Accounting,"Ivette Nuñez, Maria Garcia Benau, Nicolas Gambetta"
775,2.7291827,8.536449,2026,"ESG controversies, geopolitical risk & cost of capital: the moderating role of gender diversity",Social and Environmental Accounting,Stefano Zambon
776,4.7468023,5.2511435,2026,Do diverse boards accelerate the corporate energy transition? Insights from emerging markets,Social and Environmental Accounting,"Maria A. Garcia-Benau, Ivette Nuñez, Nicolas Gambetta"
777,6.5969057,5.0799274,2026,Evidence based sustainability standard setting: barriers to research uptake and academic participation,Social and Environmental Accounting,"Jan Michalak, Gunnar Rimmel"
778,6.496145,5.598627,2026,Constructing users of sustainability reporting – the case of the IFRS sustainability disclosure standards,Social and Environmental Accounting,"Franziska Sterl, Christoph Pelger"
779,6.4611535,5.633919,2026,Mandating sustainability reporting: firms’ information sets and real effects,Social and Environmental Accounting,"Katrin Hummel, Karina Bauernhofer"
780,2.3076603,10.162749,2026,Supply and demand for ESG assurance effort,Social and Environmental Accounting,"Christian Ott, Géraldine Broye, Maretno Harjoto, Nohad Nasrallah"
781,5.697243,6.63905,2026,Unearthing the lower-tier suppliers: evidence from conflict minerals disclosure,Social and Environmental Accounting,"Liu Zheng, Jin Kyung Choi, Yaoying Ma"
782,2.3346775,10.060349,2026,Assessing supply-chain influences on corporate ESG performance,Social and Environmental Accounting,"Xiang-Yu Huang, Chi-Chun Liu, Nian-zu Yeh"
783,6.521471,4.9810348,2026,When institutions push and pull: understanding the development of sustainability control systems within family businesses,Social and Environmental Accounting,"Elisa Ballesio, Cécile Fremaux, Aude DeVille, Francesca Culasso"
784,6.858203,6.9905996,2026,Accounting for circularity: the role of digital ledger technologies across organizational boundaries,Social and Environmental Accounting,"Cristiana Parisi, Juliana Hsuan"
785,3.0115407,5.1800027,2026,Biodiversity management practices of Austrian and New Zealand electric utilities,Social and Environmental Accounting,"Shekerta Aliu, Albert Traxler, Nives Botica Redmayne, Dorothea Greiling"
786,2.8509912,10.172443,2026,"The impact of ESG disclosures on retail investor decisions: exploring the influence of risk, information framing, and presentation format",Social and Environmental Accounting,"Sohee Kim, Nirmalee Raddatz, Mee Hyun Kim, Jeonghoon Oh"
787,4.770848,4.389318,2026,Credible threats in regulated disclosures: Blackrock’s 2020 proxy voting policy revision and portfolio-wide greenhouse gas emissions,Social and Environmental Accounting,"Jangwon Suh, Qianyun Huang, Eric Rosano, Sangwan Kim"
788,4.7000403,4.332107,2026,Responsible investors and portfolio firms’ climate disclosures – international evidence from the PRI,Social and Environmental Accounting,Carl Philipp Wolff
789,5.1046596,5.1048293,2026,Green handcuffs or invisible push? How China’s new environmental protection law shapes corporate leverage manipulation,Social and Environmental Accounting,"Pan Wang, Pengfei Gao, Yuqi Zhang, Miao Wang, Feng Chao"
790,4.355402,4.115265,2026,From compliance to transformation: how net-zero climate law reshaped firm-level emissions in Taiwan,Social and Environmental Accounting,Kui-Ying Lin
791,4.669761,7.7213016,2026,Local government debt capacity and pollution: evidence from municipal bond rating recalibration,Social and Environmental Accounting,"Zhiyi Yang, Xiaolu Zhou"
792,6.9501867,5.110814,2026,Environmental accounting without nature: a critical visual analysis,Social and Environmental Accounting,"Francesco Marengo, Raimondo Grassadonia, Laura Corazza"
793,6.8414965,4.933733,2026,When sustainability accounting innovative solutions fail to fit real life problems: lessons from the 2024-2025 French farmers’ crisis,Social and Environmental Accounting,"Stéphane Trebucq, Roza Sagitova"
794,8.740444,7.0575547,2026,Accounting mediation and sustainability. the case of modern slavery statements,Social and Environmental Accounting,"Carla Antonini, Antonio Mateo-Marquez, Carlos Larrinaga, Enrique Mesa-Pérez, Conny Beck"
795,4.5602946,6.4558153,2026,LGBTQ+-supportive corporate policies and dividend payouts,Social and Environmental Accounting,Zezeng Li
796,3.703402,9.108029,2026,"Value my care, safeguard your fare: CEO inside debt holdings and wage theft",Social and Environmental Accounting,Emmanuel Obiri-Yeboah
797,2.7230394,9.643652,2026,ESG metrics in executive compensation: a multitasking approach,Social and Environmental Accounting,Kasra Hosseini
798,6.831531,5.228068,2026,The use of visuals in sustainability reporting,Social and Environmental Accounting,"Amir Amel-Zadeh, Tami Dinh, Andreas Seebeck, Robin Wolter"
799,6.9169636,5.0205283,2026,The use of metaphors to explore the hybridisation of sustainability and accounting in multi-capital accounting,Social and Environmental Accounting,Eugenie Faure
800,5.262144,6.349458,2026,Regulatory influence on corporate social responsibility: evidence from China’s targeted poverty alleviation campaign,Social and Environmental Accounting,Limei Che
801,5.2993135,6.370532,2026,The dynamics of corporate social responsibility (CSR) and corporate political activity (CPA) practices: a study on Chinese firms’ participation in a national poverty alleviation campaign,Social and Environmental Accounting,Wei Shen
802,5.363113,5.440853,2026,Green needs trust: state-initiated social credit policy and corporate green investment in China,Social and Environmental Accounting,"Lulu Ye, Hui Liu, Congcong Fan, Ming Jia"
803,2.7296252,9.633758,2026,The relation between responsible ownership and executive ESG compensation,Social and Environmental Accounting,Henrich Habe
804,2.7251537,9.816038,2026,When directors act for themselves: evidence on ESG value relevance,Social and Environmental Accounting,"Feng-Yi Lin, Shaio Yan Huang, Szu-Yin (Jennifer) Wu, Teng-Shih Wang"
805,5.1605673,7.3292665,2026,Reciprocal governance failure and corporate decarbonization: evidence from CEO–board backscratching and competing trust-repair channels,Social and Environmental Accounting,"Kai Wang, Tsung-Kang Chen, Yun Hao"
806,4.369414,7.707991,2026,From knowledge to impact: university innovation centers as drivers of SDG-aligned entrepreneurship,Social and Environmental Accounting,"Nicolas Gambetta, Eliana Compiani, Dellanira González, Enrique Topolansky"
807,6.46268,5.571468,2026,Transparency in sustainability reporting: does it worth the cost?,Social and Environmental Accounting,Eugenia Parodi
808,6.7845874,7.28453,2026,Accounting and reporting the sharing economy in a circular regional context,Social and Environmental Accounting,"Sabina Scarpellini, Alfonso Aranda-Uson"
809,8.165951,7.8905926,2026,The role of personality in shaping managerial engagement with artificial intelligence in accounting research,Social and Environmental Accounting,"Alice Pennesi, Francesca di Donato, Sara Trucco"
810,5.42311,9.698052,2026,Assessing social influence and tipping points in honesty: a modified Becker-Degroot-Marschak method,Social and Environmental Accounting,"Christian Stindt, Matthias Meyer"
811,2.4392905,10.352456,2026,Unmasking ESG ratings: the black box severity index and its policy implications,Social and Environmental Accounting,"Zeina Mohamed, Laura Girella"
812,4.94806,4.255338,2026,Artificial intelligence and the voluntary disclosure of Scope 3 carbon emissions,Social and Environmental Accounting,"Tobias Steindl, Shira Cohen, Stephan Küster, Lea Mirlach, Zeina Samy Mohamed"
813,2.5511255,10.343954,2026,Measuring what matters: constructing an ESG controversy index using AI applications,Social and Environmental Accounting,"Laura Girella, Tobias Steindl"
814,2.4275274,10.232935,2026,ESG halo,Social and Environmental Accounting,"Yifei Xia, Youran Zhang, Sofiya Pugachyova"
815,2.4230034,9.804754,2026,The disciplining effect of AI-powered tax administration system on ESG decoupling,Social and Environmental Accounting,"Yanlei Zhang, Yifei Xia"
816,2.4669104,10.313201,2026,Box-ticking for a better ESG score?,Social and Environmental Accounting,"Sofiya Pugachyova, Yanlei Zhang"
817,8.527355,6.321953,2026,Interpreting double materiality: sensemaking and sensegiving in social and environmental accounting (SEA),Social and Environmental Accounting,"Sarah Kapplmüller, Philumena Bauer, Dorothea Greiling, Othmar Lehner"
818,6.5486126,5.0502844,2026,From compliance to institutionalization: a maturity model for sustainability materiality analysis based on stakeholder engagement in a public sector organization,Social and Environmental Accounting,"Koen Corstjens, René Orij, Reinald Minnaar"
819,8.533594,6.323284,2026,From ambiguity to action: organisational sensemaking in double materiality assessment,Social and Environmental Accounting,"Mariella Colantoni, Alessandro Lai, Riccardo Stacchezzini"
820,8.795723,8.308092,2026,Breaking the code: a profile of disciplinary offenses in Quebec’s accounting professionthis study presents a cluster-based profiling of ethical violations among chartered professional accountants (CPA),Social and Environmental Accounting,"Sylvie Côté, Anne Marie Gosselin, Annie LeCompte, Karine Phaneuf, Patrick Coulombe"
821,7.7579575,6.716855,2026,From theory to practice: examining the role of capability in misreporting behavior,Social and Environmental Accounting,Xiaojun Xu
822,4.960427,5.06551,2026,Audit turnover and corporate greenwashing: are auditors bearing the blame?,Social and Environmental Accounting,"Dina El Mahdy, Sandra Cereola, Sebahattin Demirkan"
823,5.600562,5.777505,2026,Sustainability-forward-looking disclosure and stock liquidity: a European investigation,Social and Environmental Accounting,"Imen Derouiche, Anke Müßig, Mélanie Luxembourger"
824,2.5943139,9.9811,2026,ESG practices and corporate bankruptcy risk: insights from ESG disclosures,Social and Environmental Accounting,"Yousry Ahmed, Mohamed Elsayed, Ibrahim Elmghaamez"
825,2.7946944,10.108641,2026,Economic policy uncertainty and voluntary ESG disclosure: the role of analyst coverage,Social and Environmental Accounting,"Bukyung Kim, Jinbae Kim"
826,6.4465327,5.420467,2026,From TCFD to CSRD: exploring the influence of voluntary disclosures on mandatory sustainability reporting,Social and Environmental Accounting,"Joanna Krasodomska, Justyna Godawska, Bartosz Rymkiewicz"
827,6.4335737,5.170694,2026,Digital sustainability reporting and ESG judgment – a cognitive load perspective,Social and Environmental Accounting,Duc Hung Tran
828,6.342319,9.900078,2026,The double materiality assessment process in the practice of Polish listed companies – scope and determinants of disclosures,Social and Environmental Accounting,"Pawel Zieniuk, Małgorzata Macuda, Katarzyna Kobiela-Pionnier"
829,6.7913084,4.8835325,2026,Cost behavior of organic versus conventional farms,Social and Environmental Accounting,"Josep Argiles-Bosch, Josep García-Blandón, Diego Ravenda"
830,5.8330517,5.3662176,2026,Cost-benefit trade-off of sustainability: evidence from the impact of B-Corp certifications on sales performance using signaling theory,Social and Environmental Accounting,"Laura Ferraro, Devendra Kale, Franco Rubino, Roberta Costanzo, Danilo Ceraso"
831,6.80739,7.249877,2026,Accounting for the circular economy: corporate strategies and policy implications,Social and Environmental Accounting,"David Monciardini, Laura Rocca"
832,5.0227566,5.495066,2026,Green public procurement: international evidence,Social and Environmental Accounting,"Giulia Sargiacomo, Ole-Kristian Hope, Sasan Saiy, Muhammad Azim"
833,5.0161457,5.486032,2026,Green transition through government contracting: evidence from the 2014 EU public procurement reform,Social and Environmental Accounting,"Shiheng Wang, Xin Chen, Mingyi Hung"
834,4.9809794,5.555379,2026,The green power of government procurement: evidence from the mandatory net zero commitment from suppliers,Social and Environmental Accounting,"Chengzhu Sun, Cheng Zeng, Yi Xiang"
835,2.3794315,10.037598,2026,The impact of registration system reform on the ESG performance of enterprises: evidence from China,Social and Environmental Accounting,"Wenwen Wang, Fei Yan, Baolei Qi"
836,2.4639215,10.08826,2026,How does ancient culture affect corporate ESG?,Social and Environmental Accounting,"Zilan Yang, Tai-Yuan Chen, Deli Yang"
837,2.440132,10.192961,2026,National culture and ESG priorities,Social and Environmental Accounting,"Yuzhu Lu, Liang Shao, Yue Zhang"
838,4.7755127,4.392914,2026,"Climate-related financial impact disclosures: global evidence on determinants, characteristics, and consequences",Social and Environmental Accounting,"Jurian Hendrikse, Elizabeth Demers, Bjarne Brié"
839,4.669783,4.4608645,2026,The reporting of greenhouse gas emissions: market-based Scope 2 emissions and renewable energy instruments,Social and Environmental Accounting,Svenja Dube
840,4.3550153,4.7635336,2026,Regulating across borders: how sustainability reporting readiness shapes firms’ response to cross-border carbon pricing,Social and Environmental Accounting,"Robert Raney, Ellen En"
841,6.0925093,7.5391,2026,The spillover effect of anticipated proposed regulations on corporate social responsibility performance,Social and Environmental Accounting,"Karel Hrazdil, Jiyuan Li, Xin Li, Weiji Zhang"
842,6.2613163,5.506672,2026,Comparable sustainability performance information and firms’ voluntary sustainability disclosures – evidence from expanded sustainability rating coverage,Social and Environmental Accounting,Maximilian Tiemeyer
843,4.448205,5.5173564,2026,Peer influence and sustainability investment efficiency: the spillover effects of peers’ investments,Social and Environmental Accounting,"Viviana Ecca, Alessandro Mura"
844,4.514345,3.9688835,2026,Managing environmental risks through enterprise risk management: a stakeholder-integrated approach,Social and Environmental Accounting,"Amama Shaukat, Omar al-Bastaki, Grzegorz Trojanowski"
845,6.9789886,5.107684,2026,Multiple materialities: exploring the interconnectedness of financial and sustainability accountings,Social and Environmental Accounting,"Peijing Yang, John Roberts, Tanya Fiedler"
846,4.124979,4.5671787,2026,Activity-based standard GHG-accounting: integrating GHG emissions into sustainability management control systems,Social and Environmental Accounting,"Josef Baumüller, Walter Schwaiger"
847,4.4321938,4.027233,2026,Do climate risks drive integrated climate governance? Evidence from STOXX 600,Social and Environmental Accounting,Quentin Arnaud
848,5.287904,5.0331306,2026,"Financially material sustainability events, heterogeneous beliefs, and greenwashing",Social and Environmental Accounting,Akihiro Noda
849,4.9768424,4.701008,2026,The creditworthiness of corporate environmental disclosures: the influence of public climate sentiment and self-greenwashing,Social and Environmental Accounting,Dengjun Zhang
850,6.676048,5.5002117,2026,Sustainability reporting quality evolution: an analysis of Italian banks,Social and Environmental Accounting,"Eugenia Parodi, Valentina Beretta, Maria Chiara Demartini, Francesco Sotti"
851,6.6124606,5.3775306,2026,Turning sustainability reporting into financial performance: the case of Spanish cooperative banks,Social and Environmental Accounting,"Francisca Castilla Polo, Purificación Parrado-Martínez, María Comino Jurado"
852,2.6698282,10.2832,2026,Exploring the influence of ESG performance on EU taxonomy disclosures,Social and Environmental Accounting,"Lorena Vasquez Arango, Laura Sierra Garcia, Maria Garcia Benau"
853,5.1476164,4.9592524,2026,"Green talk, real obstacles: experimental evidence on environmental communication, implementation challenges, and decoupling",Social and Environmental Accounting,Yuhan Liu
854,4.169236,8.338996,2026,When the president speaks: the impact of an anti-DEI executive order on stakeholders perceptions,Social and Environmental Accounting,"Kevin Gauch, Jochen Theis, Rebekka Ballering"
855,6.255262,9.903849,2026,Materiality disclosure and consumer preferences,Social and Environmental Accounting,"Dominik Katzer, Benedikt Franke, Lucas Stich"
856,4.4167457,4.226633,2026,Extreme weather and indigenous peoples: impacts on business activity,Social and Environmental Accounting,"Martien Lubberink, Paul Griffin, Tom Stannard"
857,5.2413836,5.0881186,2026,Ethical accountability and the governance of the green transition,Social and Environmental Accounting,"Ewelina Zarzycka, Dorota Dobija, Grygorii Kravchenko, Łukasz Kozłowski"
858,3.005101,5.1732078,2026,Does biodiversity improve business productivity? Evidence from a spatial analysis,Social and Environmental Accounting,"Paul Griffin, Martien Lubberink"
859,2.682638,7.9256773,2026,"Talking the talk, skipping the walk: how board co-option constrains CSR decoupling?",Social and Environmental Accounting,"Moez Essid, Lakhal Faten, Hind Naouar"
860,2.6023922,8.174753,2026,Governing corporate social responsibility (CSR) decoupling: the examination between board gender diversity (BGD) and CSR decoupling in luxury fashion industry,Social and Environmental Accounting,Christina Ionela Neokleous
861,2.593446,8.154305,2026,Understanding CSR decoupling: board attributes as key drivers and gender diversity as a moderator,Social and Environmental Accounting,"Maria Consuelo Pucheta-Martinez, Isabel Gallego-Álvarez, Inmaculada Bel-Oms"
862,2.9991026,5.2192793,2026,Biodiversity conservation and tax avoidance,Social and Environmental Accounting,"Wenfu Ding, Lingzhi Wang, Sirui Wu"
863,2.9647841,5.20534,2026,Executive incentives behind biodiversity reporting,Social and Environmental Accounting,"Kehan Tong, Yu-Lin Hsu, Khaldoon Albitar"
864,2.922309,5.2390223,2026,Signaling nature: how patient capital drives biodiversity disclosure,Social and Environmental Accounting,"Zhaoying Lu, Zaixin Chen, Pengfei Gao, Hongfang Chen"
865,2.6600287,9.876955,2026,Do ESG controversies matter for corporate earnings management?,Social and Environmental Accounting,"James Juichia Lin, Te-Kuan Lee, Cheng-Ju Wu"
866,2.7725902,9.911272,2026,Mors tua vita mea? The stock market effect of ESG violations on competitors,Social and Environmental Accounting,"Annalisa Prencipe, Ariela Caglio, Carlo d’Augusta"
867,2.839568,10.02519,2026,Signaling under scrutiny: how ESG disclosure influences shareholder value in the face of controversies,Social and Environmental Accounting,"Christian Schoendeling, Carolin Krieweth, Malte Brettel"
868,4.479202,5.4670997,2026,Peer effects and sustainability supply chain management,Social and Environmental Accounting,"Wenjiao Cao, Fatemeh Taghimolla"
869,5.4520764,6.739248,2026,Much ado about due diligence? Capital market reactions to the German supply chain act,Social and Environmental Accounting,"Karolin Schulte, Max Pflitsch, Christiane Pott"
870,4.2912555,5.0228167,2026,Does supply chain shortening benefit carbon transparency? Evidence from corporate reshoring,Social and Environmental Accounting,Erik Wang
871,2.5024512,9.849356,2026,The effect of firms’ ESG commitment on tail risk: a nonlinear approach through generalized additive models,Social and Environmental Accounting,"Julen Galarza, Eduardo Ortas, Jose M. Moneva"
872,4.079542,6.9456854,2026,The price of deregulation: stock market responses to the omnibus package,Social and Environmental Accounting,"Simone Pizzi, Andrea Venturelli, Fabio Caputo"
873,3.8546805,7.408023,2026,"Profit, purpose, and the price of change: evidence from benefit corporation transitions",Social and Environmental Accounting,"Mouhcine Tallaki, Enrico Bracci, Riccardo Ievoli, Vincenzo Riso"
874,3.2371204,6.3629923,2026,Preferences for taxing wealth and income,Taxation,"Yuri Piper, Ralf Maiterth, Cornelius Schneider, Davud Rostam-Afschar"
875,3.954163,6.9173427,2026,Local policy misperceptions and investment: experimental evidence from firm decision makers,Taxation,"Sebastian Blesse, Florian Buhlmann, Philipp Heil, Davud Rostam-Afschar, Maik Sattelmaier"
876,3.4716,6.8089666,2026,Profit tax uncertainty and firm behavior: experimental evidence on expectations and plans,Taxation,"Philipp Dörrenberg, Fabian Eble, Davud Rostam-Afschar, Maik Sattelmaier, Johannes Voget"
877,3.7867274,4.8729143,2026,Carbon pricing policies and executive compensation tied to ESG performance,Taxation,"Weimian Ai, David Samuel, Liandong Zhang"
878,3.07047,5.2854333,2026,Beyond carbon: the effects of environmental taxes on firms’ biodiversity footprint,Taxation,"Arthur Stenzel, Spyridon Gkikopoulos, Vlad Porumb, George Voulgaris"
879,3.2198625,5.8876643,2026,"Villain or victim? Tax subsidies, environmental performance, and the ESG perception paradox",Taxation,"Marufa Akhter, Md Enamul Hasan"
880,3.297849,6.9499826,2026,Corporate websites - a channel of tax disclosure?,Taxation,"Stefan Buchinger, Vanessa Flagmeier"
881,3.2122562,6.9880157,2026,Corporate tax residency disclosure,Taxation,"Rodney Brown, Victoria Clout, Kerrie Sadiq, Ashesha Weerasinghe"
882,4.2750177,4.1867385,2026,Climate beliefs and attitudes and corporate tax savings,Taxation,"Lei Zhang, Kiridaran Kanagaretnam"
883,3.197371,6.473961,2026,What doesn’t kill us makes us stronger? Corporate taxation and total factor productivity growth,Taxation,"Sebastian Eichfelder, Hang Nguyen, Kelly Wentland"
884,3.3782022,6.681097,2026,R&D capitalization and tax avoidance in the U.S.,Taxation,"Kaixuan Zhang, Hussein Warsame"
885,3.0578554,6.735924,2026,The effects of fiscal policy on the banking sector: evidence from deferred tax assets,Taxation,"Daphne Armstrong, John Gallemore, Heather Graham"
886,3.0349329,6.544912,2026,Tax department heterogeneity: does workforce composition shape tax planning and tax risk?,Taxation,"Harald Amberger, Henning Giese, Kim Alina Schulz"
887,3.1646996,6.454644,2026,"Doing good, paying less? Employee welfare and corporate tax avoidance",Taxation,Dean Hanlon
888,3.1948366,6.485796,2026,Employer influence on ethical sensitivity: how do early-career tax professionals perceive aggressive tax avoidance?,Taxation,"Kenny Dekoster, Isabelle Verleyen, Annelies Roggeman"
889,3.7825847,5.933126,2026,"IPO, book-tax relationships and tax avoidance: evidence from China",Taxation,"Weiyin Zhang, K. Hung Chan, Phyllis Lai Lan Mo"
890,3.1522765,5.978498,2026,How (not) to tax sunshine: investment responses to tax compliance costs on non-commercial rooftop photovoltaic systems,Taxation,"Drahomir Klimsa, Sofie Luitz, Robert Ullmann"
891,3.4461174,6.689572,2026,Hidden in the data: how data assets expand firms’ tax avoidance space,Taxation,"Weina Zhao, Xiaolin Xue, Junrui Zhang"
892,3.2442436,7.4597216,2026,CFOs in the boardroom: the influence of insider directorship on corporate tax planning,Taxation,Khaled Abdulsalam
893,2.9292574,6.8562613,2026,Tax authority leadership team diversity and corporate tax compliance,Taxation,"Jian Chu, Zhongwen Fan, Ningzhong Li"
894,6.9084477,8.049238,2026,Technology-enabled enforcement,Taxation,Botir Kobilov
895,3.1832275,6.5779114,2026,Tax avoidance and digital tax transparency,Taxation,"Hussein Warsame, Rahat Jafri, Mark Anderson, Michael Wright"
896,5.3412633,8.257208,2026,Tax cuts and loan loss provision timeliness: evidence from the 2017 Tax Cuts and Jobs Act,Taxation,"Travis Chow, Linzhi Huang, Yanju Liu, Jeffrey Ng"
897,7.0493345,8.59613,2026,The impact of public country-by-country reporting on multinationals’ reporting decisions,Taxation,"Xinyan Wu, Dirk Simons, Sebastian Kronenberger, Regina Ortmann"
898,3.007914,6.724264,2026,The damocles’ sword of deferred tax credits: evidence from the first activation in the European banking system,Taxation,"Eleftherios Aggelopoulos, Lucas Papazissimou, Athanasios Tsagkanos, Vasilios Sogiakas, Antionios Georgopoulos"
899,3.1082206,6.685803,2026,Cross-border transactions and corporate tax behavior: evidence from the European Union,Taxation,Constantinos Chalevas
900,3.0551143,6.565667,2026,The effect of the global minimum taxation on forward-looking effective tax rate measures,Taxation,"Hannah Kranawetter, Matthias Petutschnig"
901,5.7167425,9.639555,2026,Does the intensity of tax risk factor disclosure reduce inefficient labor investment?,Taxation,"Jason Chen, Shihui Fan"
902,3.1312358,6.435218,2026,"The effects of personal income taxes on organization performance: evidence from name, image, and likeness compensation rules",Taxation,"Nathan Goldman, Martin Jacob"
903,3.0894623,6.443874,2026,Do higher corporate taxes reduce wages or working hours?,Taxation,"Sebastian Eichfelder, Hang Nguyen, Kelly Wentland"
904,3.8462868,7.354428,2026,Profit shifting and real investment activity,Taxation,"Tobias Hahn, Dirk Schindler, Wamser Georg"
905,3.9831874,6.937265,2026,Within-country profit-shifting: from treat to threat?,Taxation,"Lukas Ortner, Reinald Koch, Dominika Langenmayr"
906,3.007829,6.7365417,2026,Do foreign multinationals avoid taxation in Germany? Evidence from unconsolidated financial statements,Taxation,"Aaron Martini, Ralf Maiterth, Ulf Bruggemann"
907,6.801817,8.078368,2026,Real effects of the enforcement of anti-avoidance regulation,Taxation,"Rebecca Reineke, Katrin Weiskirchner-Merten, Stefan Wielenberg"
908,3.0476627,6.739382,2026,Tax alignment and controllability: optimal performance evaluation in multinational firms,Taxation,"Yutaro Murakami, Toshiaki Wakabayashi"
909,3.1621125,6.839523,2026,Residual earnings tax,Taxation,Froystein Gjesdal
910,3.158959,6.797874,2026,The macroeconomic information content of corporate estimated tax payments,Taxation,"Erin Henry, George Plesko, Dillon Walker"
911,3.4038162,7.1827965,2026,"Macroeconomic risk, ceos’ capital gains tax liabilities and corporate hedging",Taxation,"Sohaib Ahmed, Mansoor Afzali"
912,3.0601444,6.535437,2026,"Government political ideology, corporate tax policy, and effective corporate tax burdens",Taxation,"Saskia Kohlhase, Erik Peek"
913,7.9391356,9.141585,2026,Regulatory spillovers in audit markets: evidence from expanded tax transaction reporting,Taxation,"Alexander Edwards, Ben Ma, Michael Marin"
914,8.810229,8.628141,2026,How and when do accountants matter? Evidence from foreign audits and random allocation of tax experts,Taxation,"Kevin Munch, Eashwar Nagaraj, Marvin Nipper"
915,8.7877655,9.138046,2026,The effect of voluntary private tax audits on tax aggressiveness and tax audit fees,Taxation,"Kalliopi Chatzi, Emmanouil Dedoulis, Stergios Leventis"
916,6.8363833,9.150915,2026,Asymmetric timeliness of tax disclosure - evidence from large language models,Taxation,"Muriel Rey, Robert Ullmann, Sophia Wörle"
917,3.0221908,6.465107,2026,The architecture of double tax relief: unravelling textual patterns in country-specific method articles,Taxation,"Markus Diller, Patrick Katzlmayr, Lucas Putz"
918,7.997127,7.97702,2026,Driving value creation through artificial intelligence adoption: lessons from tax administration data and outcomes,Taxation,"Devan Mescall, Preetika Joshi, Peng Wang"
